I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 6  -8.750261111  116.268344444      319    10990    25 300129.170 ILMB WADL WA 13 GS
12  -8.750261111  116.268344444      319    10990    25      0.000 ILMB WADL WA LOMBOK INTERNATIONAL DME-ILS
 4  -2.215888889  113.938888889       82    11170    25    339.049 IPLR WAGG WA 34 ILS-cat-I
 6  -2.231008333  113.945833333       82    11170    25 300339.049 IPLR WAGG WA 34 GS
12  -2.215888889  113.938888889       85    11170    25      0.000 IPLR WAGG WA TJILIK RIWUT DME-ILS
 4  -2.697052778  111.664383333       87    11190    25    312.660 IPKN WAGI WA 31 ILS-cat-I
 6  -2.709127778  111.675897222       87    11190    25 300312.660 IPKN WAGI WA 31 GS
 4  -7.787797222  110.444661111      374    10910    25     87.769 IJOG WAHH WI 09 ILS-cat-I
 6  -7.787222222  110.424166667      374    10910    25 300087.769 IJOG WAHH WI 09 GS
12  -7.787222222  110.424166667      350    10910    25      0.000 IJOG WAHH WI ADI SUCIPTO DME-ILS
 4  -7.518950000  110.744383333      392    11150    25    257.372 ISLO WAHQ WA 26 ILS-cat-I
 6  -7.515333333  110.765416667      392    11150    25 300257.372 ISLO WAHQ WA 26 GS
 4  -2.570325000  140.507277778      349    11030    25    306.798 IJPA WAJJ WA 30 ILS-cat-I
 6  -2.581969444  140.522050000      349    11030    25 300306.798 IJPA WAJJ WA 30 GS
12  -2.581969444  140.522050000      289    11030    25      0.000 IJPA WAJJ WA SENTANI DME-ILS
 4  -1.273711111  116.881638889       12    11090    25    247.025 IBPN WALL WA 25 ILS-cat-I
 6  -1.265991667  116.902636111       12    11090    25 300247.025 IBPN WALL WA 25 GS
 4   1.536058333  124.925902778      270    11110    25    181.899 IMNO WAMM WA 18 ILS-cat-I
 6   1.558572222  124.927733333      270    11110    25 325181.899 IMNO WAMM WA 18 GS
12   1.558572222  124.927733333      270    11110    25      0.000 IMNO WAMM WA RATULANGI DME-ILS
 4   1.562616667  124.926788889      270    11050    25      1.899 ITDO WAMM WA 36 ILS-cat-I
 6   1.539905556  124.927108333      270    11050    25 325001.899 ITDO WAMM WA 36 GS
12   1.539905556  124.927108333      270    11050    25      0.000 ITDO WAMM WA RATULANGI DME-ILS
 4  -3.444213889  114.774055556       54    11070    25    100.476 IBDM WAOO WA 10 ILS-cat-I
 6  -3.441691667  114.754186111       54    11070    25 300100.476 IBDM WAOO WA 10 GS
 4  -3.701511111  128.098422222       33    11110    25     44.850 IAMN WAPP WA 04 ILS-cat-I
 6  -3.711733333  128.087075000       33    11110    25 300044.850 IAMN WAPP WA 04 GS
 4   3.330855556  117.573380556       23    10970    25     58.086 ITRK WAQQ WA 06 ILS-cat-I
 6   3.320363889  117.558530556       23    10970    25 300058.086 ITRK WAQQ WA 06 GS
12   3.320363889  117.558530556       23    10970    25      0.000 ITRK WAQQ WA JUWATA DME-ILS
 4  -7.382452778  112.803033333        9    11010    25     99.289 ISBY WARR WA 10 ILS-cat-I
 6  -7.379194444  112.776116667        9    11010    25 300099.289 ISBY WARR WA 10 GS
 4  -4.536338889  136.898122222      103    11070    25    122.359 ITMK WAYY WA 12 ILS-cat-I
 6  -4.526369444  136.879972222      103    11070    25 300122.359 ITMK WAYY WA 12 GS
 4   3.109805556  113.022888889       82    10870    25    167.649  ILU WBGB WB 17 ILS-cat-I
 6   3.133500000  113.016583333       82    10870    25 300167.649  ILU WBGB WB 17 GS
12   3.133500000  113.016583333       82    10870    25      0.000  ILU WBGB WB BINTULU DME-ILS
 4   1.480022222  110.334416667       94    11030    25    248.325  IKG WBGG WB 25 ILS-cat-I
 6   1.491780556  110.366438889       94    11030    25 300248.325  IKG WBGG WB 25 GS
12   1.491780556  110.366438889       94    11030    25      0.000  IKG WBGG WB KUCHING INTL DME-ILS
 4   4.335333333  113.993055556      105    11010    25     24.847  IMR WBGR WB 02 ILS-cat-I
 6   4.313527778  113.984111111      105    11010    25 300024.847  IMR WBGR WB 02 GS
12   4.313527778  113.984111111      105    11010    25      0.000  IMR WBGR WB MIRI DME-ILS
 4   2.251366667  111.997972222       82    11050    25    130.216  ISU WBGS WB 13 ILS-cat-I
